station_id,name,physical_configuration,lat,lon,altitude,address,capacity,rental_methods,groups,obcn,nearby_distance,num_bikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,is_installed,is_renting,is_returning,last_reported,is_charging_station,status,num_bikes_available_types.mechanical,num_bikes_available_types.ebike,post_code,cross_street,Last Updated
7017,Widmer St / Adelaide St W,REGULAR,43.6475076,-79.3914841,0.0,Widmer St / Adelaide St W,11,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",['P7017-7102'],647-631-9958,500.0,4,0,7,0,1,1,1,1604944761,False,IN_SERVICE,4,0,,,2020-11-09 13:00:40
7018,Bremner Blvd / Rees St,REGULAR,43.641529,-79.386741,0.0,Bremner Blvd / Rees St,23,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",[],647-669-0947,500.0,11,0,12,0,1,1,1,1604944586,False,IN_SERVICE,11,0,,,2020-11-09 13:00:40
7019,Temperance St. Station,REGULAR,43.6507021,-79.3800546,0.0,Temperance St. Station,19,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",[],647-203-5761,500.0,19,0,0,0,1,1,1,1604944668,False,IN_SERVICE,19,0,,,2020-11-09 13:00:40
7020,Phoebe St / Spadina Ave,REGULAR,43.650033,-79.396555,,Phoebe St / Spadina Ave,33,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",[],647-621-5766,500.0,12,2,19,0,1,1,1,1604944705,False,IN_SERVICE,12,0,,,2020-11-09 13:00:40
7021,Bay St / Albert St,REGULAR,43.653264,-79.382458,0.0,Bay St / Albert St,35,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",[],647-643-9652,500.0,16,0,19,0,1,1,1,1604944773,False,IN_SERVICE,16,0,,,2020-11-09 13:00:40
7022,Simcoe St / Queen St W,REGULAR,43.650858,-79.387582,,Simcoe St / Queen St W,27,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",[],647-625-3265,500.0,15,0,12,0,1,1,1,1604944677,False,IN_SERVICE,15,0,,,2020-11-09 13:00:40
7023,College St / Borden St,REGULAR,43.6571,-79.4056,0.0,College St / Borden St,11,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",['P7023-7078'],647-643-9629,500.0,3,0,8,0,1,1,1,1604944681,False,IN_SERVICE,3,0,,,2020-11-09 13:00:40
7024,Dundonald St / Church St,REGULAR,43.66663,-79.38148,0.0,Dundonald St / Church St,36,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",['P7241-7024'],647-631-9859,500.0,0,0,36,0,1,1,1,1604944651,False,IN_SERVICE,0,0,,,2020-11-09 13:00:40
7025,Ted Rogers Way / Bloor St E,REGULAR,43.671293,-79.380471,0.0,Ted Rogers Way / Bloor St E,27,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",[],647-631-9970,500.0,3,0,24,0,1,1,1,1604944666,False,IN_SERVICE,3,0,,,2020-11-09 13:00:40
7026,Bay St / St. Joseph St,REGULAR,43.665527,-79.387499,,Bay St / St. Joseph St,15,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",['P7274-7026'],416-666-0783,500.0,9,0,6,0,1,1,1,1604944707,False,IN_SERVICE,9,0,,,2020-11-09 13:00:40
7027,Beverley  St / Dundas St W,REGULAR,43.652823,-79.393388,0.0,Beverley  St / Dundas St W,31,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",[],647-621-6739,500.0,16,0,14,0,1,1,1,1604944593,False,IN_SERVICE,16,0,,,2020-11-09 13:00:40
7028,Gould St / Mutual St,REGULAR,43.6582,-79.3768,,Gould St / Mutual St,31,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",[],416-560-7261,500.0,12,0,19,0,1,1,1,1604944672,False,IN_SERVICE,12,0,,,2020-11-09 13:00:40
7029,Bay St / Bloor St W (East Side),REGULAR,43.66943,-79.38915,0.0,1199 Bay St,15,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",[],647-669-3457,500.0,8,0,7,0,1,1,1,1604944716,False,IN_SERVICE,8,0,M6G1X2,,2020-11-09 13:00:40
7030,Bay St / Wellesley St W,REGULAR,43.664088,-79.387095,,Bay St / Wellesley St W,51,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",[],647-643-9612,1609.34,3,2,46,0,1,1,1,1604944704,False,IN_SERVICE,3,0,,,2020-11-09 13:00:40
7031,Jarvis St / Isabella St,REGULAR,43.668991,-79.379385,0.0,Jarvis St / Isabella St,23,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",[],416-569-7503,500.0,14,0,8,0,1,1,1,1604944637,False,IN_SERVICE,14,0,,,2020-11-09 13:00:40
7032,Augusta Ave / Dundas St W,REGULAR,43.652473,-79.401456,0.0,Augusta Ave / Dundas St W,15,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",[],647-622-8139,500.0,13,1,0,0,1,1,1,1604944717,False,IN_SERVICE,13,0,,,2020-11-09 13:00:40
7033,Union Station,REGULAR,43.645609,-79.380386,0.0,Union Station,42,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",[],647-620-1494,500.0,23,0,18,0,1,1,1,1604944831,False,IN_SERVICE,23,0,,,2020-11-09 13:00:40
7034,Church St / Bloor St E,REGULAR,43.671389,-79.382919,0.0,Church St / Bloor St E,15,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",[],437-992-7029,500.0,4,0,11,0,1,1,1,1604944637,False,IN_SERVICE,4,0,,,2020-11-09 13:00:40
7035,Queen St W / Ossington Ave,REGULAR,43.643975,-79.419576,0.0,Queen St W / Ossington Ave,23,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",['P7197-7035'],416-371-6632,500.0,19,0,4,0,1,1,1,1604944828,False,IN_SERVICE,19,0,,,2020-11-09 13:00:40
7036,Trinity St /Front St E,REGULAR,43.651318,-79.36023,0.0,Trinity St / Front St E,19,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",[],416-816-5603,500.0,17,0,2,0,1,1,1,1604944799,False,IN_SERVICE,17,0,,,2020-11-09 13:00:40
7037,Bathurst St / Dundas St W,REGULAR,43.6523,-79.4058,0.0,Bathurst St / Dundas St W,19,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",[],647-621-8042,500.0,14,2,3,0,1,1,1,1604944723,False,IN_SERVICE,14,0,,,2020-11-09 13:00:40
7038,Dundas St W / Yonge St,REGULAR,43.656094,-79.381484,0.0,Dundas St W / Yonge St,15,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",[],647-643-9714,500.0,13,0,2,0,1,1,1,1604944663,False,IN_SERVICE,13,0,,,2020-11-09 13:00:40
7039,Simcoe St / Michael Sweet Ave - SMART,REGULAR,43.652327224103,-79.3882538196087,0.0,Simcoe St / Michael Sweet Ave,19,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",[],647-202-6089,500.0,10,0,9,0,1,1,1,1604944622,False,IN_SERVICE,10,0,M5T3M3,,2020-11-09 13:00:40
7040,Euclid Ave / Bloor St W,REGULAR,43.664467,-79.414783,0.0,Euclid Ave / Bloor St W,18,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",[],416-565-9380,500.0,6,1,11,0,1,1,1,1604944680,False,IN_SERVICE,6,0,,,2020-11-09 13:00:40
7041,Edward St / Yonge St,REGULAR,43.656729,-79.382736,,Edward St / Yonge St,23,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",[],647-643-9697,500.0,10,0,13,0,1,1,1,1604944773,False,IN_SERVICE,10,0,,,2020-11-09 13:00:40
7042,Sherbourne St / Wellesley St E,REGULAR,43.6673,-79.374,0.0,Sherbourne St / Wellesley St E,31,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",[],416-804-0543,500.0,2,1,28,0,1,1,1,1604944718,False,IN_SERVICE,2,0,,,2020-11-09 13:00:40
7043,Queens Quay W / Lower Simcoe St,REGULAR,43.63951,-79.383717,0.0,Queens Quay W / Lower Simcoe St,19,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",[],647-204-1380,500.0,12,0,7,0,1,1,1,1604944715,False,IN_SERVICE,12,0,,,2020-11-09 13:00:40
7044,Church St / Alexander St,REGULAR,43.663722,-79.380288,0.0,Church St / Alexander St,15,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",[],647-618-1341,500.0,5,0,10,0,1,1,1,1604944809,False,IN_SERVICE,5,0,,,2020-11-09 13:00:40
7045,Bond St / Queen St E,REGULAR,43.653236,-79.376716,0.0,Bond St / Queen St E,25,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",[],647-629-0639,500.0,14,1,10,0,1,1,1,1604944715,False,IN_SERVICE,14,0,,,2020-11-09 13:00:40
7046,Niagara St / Richmond St W,REGULAR,43.64534,-79.409597,0.0,Niagara St / Richmond St W,26,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",['P7245-7046'],647-643-9655,500.0,20,1,5,0,1,1,1,1604944753,False,IN_SERVICE,20,0,,,2020-11-09 13:00:40
7047,University Ave / Gerrard St W (East Side),REGULAR,43.657763,-79.389165,0.0,University Ave / Gerrard St W,25,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",['P7004-7047'],647-643-9690,500.0,17,0,8,0,1,1,1,1604944720,False,IN_SERVICE,17,0,,,2020-11-09 13:00:40
7048,Front St W / Yonge St (Hockey Hall of Fame),REGULAR,43.646144,-79.377962,0.0,Front St W / Yonge St (Hockey Hall of Fame),47,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",[],647-204-0984,500.0,41,1,5,0,1,1,1,1604944816,False,IN_SERVICE,41,0,,,2020-11-09 13:00:40
7049,Queen St W / Portland St,REGULAR,43.6476,-79.4015,0.0,Queen St W / Portland St,22,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",[],647-624-3144,500.0,18,1,3,0,1,1,1,1604944687,False,IN_SERVICE,18,0,,,2020-11-09 13:00:40
7050,Richmond St E / Jarvis St Green P,REGULAR,43.652634,-79.374222,0.0,Richmond St E / Jarvis St Green P,15,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",['P7458-7050'],416-602-5376,500.0,7,0,8,0,1,1,1,1604944712,False,IN_SERVICE,7,0,,,2020-11-09 13:00:40
7051,Mutual St / Shuter St,REGULAR,43.6548789,-79.37509070000002,0.0,77 Shuter St,19,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",['P7272-7051'],416-587-8911,1609.34,12,1,5,0,1,1,1,1604944639,False,IN_SERVICE,12,0,M5B 2A9,,2020-11-09 13:00:40
7052,Wellington St W / Bay St,REGULAR,43.647259,-79.379878,0.0,Wellington St W / Bay St,27,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",[],416-723-3438,500.0,19,0,8,0,1,1,1,1604944787,False,IN_SERVICE,19,0,,,2020-11-09 13:00:40
7053,Metro Hall Plaza,REGULAR,43.645859,-79.38783,,Metro Hall Plaza,27,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",['P7253-7053'],647-201-7794,500.0,20,1,6,0,1,1,1,1604944805,False,IN_SERVICE,20,0,,,2020-11-09 13:00:40
7054,Navy Wharf Ct. / Bremner Blvd.,REGULAR,43.640722,-79.391051,0.0,Navy Wharf Ct. / Bremner Blvd.,11,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",['P7054-7073'],416-662-2516,500.0,1,0,10,0,1,1,1,1604944829,False,IN_SERVICE,1,0,,,2020-11-09 13:00:40
7055,Jarvis St / Carlton St,REGULAR,43.66207,-79.37617,0.0,Jarvis St / Carlton St,15,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",[],416-722-3901,500.0,0,0,15,0,1,1,1,1604944570,False,IN_SERVICE,0,0,,,2020-11-09 13:00:40
7056,Parliament St / Gerrard St,REGULAR,43.662132,-79.3656796,0.0,Parliament St / Gerrard St,23,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",[],647-201-5089,500.0,13,0,10,0,1,1,1,1604944674,False,IN_SERVICE,13,0,,,2020-11-09 13:00:40
7057,Simcoe St / Wellington St South,REGULAR,43.6458569,-79.3853654,0.0,Simcoe St / Wellington St 1,27,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",[],647-641-2103,500.0,16,0,11,0,1,1,1,1604944720,False,IN_SERVICE,16,0,M6a1a1,,2020-11-09 13:00:40
7058,Huron/ Harbord St,REGULAR,43.6637,-79.400053,0.0,Huron/ Harbord St,19,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",[],647-643-9725,500.0,11,1,7,0,1,1,1,1604944683,False,IN_SERVICE,11,0,,,2020-11-09 13:00:40
7059,Front St W / Blue Jays Way,REGULAR,43.643473,-79.390477,0.0,Front St W / Blue Jays Way,15,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",[],647-241-7299,500.0,2,0,13,0,1,1,1,1604944669,False,IN_SERVICE,2,0,,,2020-11-09 13:00:40
7060,Princess St / Adelaide St E,REGULAR,43.652123,-79.367139,0.0,Princess St / Adelaide St E,19,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",[],416-569-5317,500.0,3,0,16,0,1,1,1,1604944820,False,IN_SERVICE,3,0,,,2020-11-09 13:00:40
7061,Dalton Rd / Bloor St W,REGULAR,43.6662942,-79.4066433,0.0,Dalton Rd / Bloor St W,18,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",['P7254-7061'],647-643-9676,500.0,6,0,12,0,1,1,1,1604944775,False,IN_SERVICE,6,0,M6G1A1,,2020-11-09 13:00:40
7062,University Ave / College St (West),REGULAR,43.659226,-79.390213,,University Ave / College St (West),11,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",['P7062-7502'],647-643-9667,500.0,9,0,2,0,1,1,1,1604944601,False,IN_SERVICE,9,0,,,2020-11-09 13:00:40
7063,Queen's Park / Bloor St W,REGULAR,43.668456,-79.393899,0.0,Queen's Park / Bloor St W,19,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",[],647-632-5491,500.0,7,0,12,0,1,1,1,1604944628,False,IN_SERVICE,7,0,,,2020-11-09 13:00:40
7064,51 Parliament St,REGULAR,43.65205,-79.362198,0.0,51 Parliament St,19,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",[],647-241-9519,500.0,12,0,7,0,1,1,1,1604944601,False,IN_SERVICE,12,0,,,2020-11-09 13:00:40
7065,Dundas St E / Parliament St,REGULAR,43.659575,-79.365769,0.0,Dundas St E / Parliament St,15,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",[],416-568-2679,500.0,9,0,6,0,1,1,1,1604944734,False,IN_SERVICE,9,0,,,2020-11-09 13:00:40
7066,Willcocks St / St. George St,REGULAR,43.662085,-79.397735,0.0,Willcocks St / St. George St,17,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",[],647-643-9624,500.0,12,0,5,0,1,1,1,1604944685,False,IN_SERVICE,12,0,,,2020-11-09 13:00:40
7067,Yonge St / Harbour St,REGULAR,43.643795,-79.375413,0.0,Yonge St / Harbour St,39,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",[],647-643-9613,500.0,6,0,33,0,1,1,1,1604944824,False,IN_SERVICE,6,0,,,2020-11-09 13:00:40
7068,Blantyre Park,REGULAR,43.68306889999999,-79.279682,0.0,163 Fallingbrook Rd,23,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",[],437-999-9028,1609.34,7,0,16,0,1,1,1,1604944828,False,IN_SERVICE,7,0,M1N 1N3,Kingston/Fallingbrook,2020-11-09 13:00:40
7069,Queen St W / Spadina Ave,REGULAR,43.649147,-79.395504,0.0,Queen St W / Spadina Ave,11,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",['P7256-7069'],647-622-8344,500.0,10,0,1,0,1,1,1,1604944775,False,IN_SERVICE,10,0,,,2020-11-09 13:00:40
7070,25 York St – Union Station South,REGULAR,43.643667,-79.380414,0.0,25 York St – Union Station South,11,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",['P7070-7470'],416-624-8596,500.0,9,1,0,0,1,1,1,1604944781,False,IN_SERVICE,9,0,,,2020-11-09 13:00:40
7071,161 Bleecker St (South of Wellesley),REGULAR,43.666233,-79.373327,0.0,161 Bleecker St (South of Wellesley),23,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",[],647-643-9846,500.0,15,0,8,0,1,1,1,1604944608,False,IN_SERVICE,15,0,,,2020-11-09 13:00:40
7072,Fleet St / Bathurst St,REGULAR,43.636611,-79.400042,0.0,Fleet St / Bathurst St,19,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",[],416-564-6690,500.0,12,3,4,0,1,1,1,1604944807,False,IN_SERVICE,12,0,M6G1X2,,2020-11-09 13:00:40
7073,Spadina Ave / Fort York Blvd,REGULAR,43.640114,-79.393249,0.0,Spadina Ave / Fort York Blvd,23,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",['P7054-7073'],416-627-9646,500.0,6,0,16,0,1,1,1,1604944634,False,IN_SERVICE,6,0,,,2020-11-09 13:00:40
7074,King St E / Church St,REGULAR,43.65003919999999,-79.3733541,0.0,St James Park,14,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",[],647-643-9718,500.0,13,0,1,0,1,1,1,1604944750,False,IN_SERVICE,13,0,M5C 1G6,,2020-11-09 13:00:40
7075,Queens Quay W / Dan Leckie Way,REGULAR,43.636533,-79.395854,0.0,Queens Quay W / Dan Leckie Way,27,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",[],416-669-9604,500.0,16,0,10,0,1,1,1,1604944772,False,IN_SERVICE,16,0,,,2020-11-09 13:00:40
7076,York St / Queens Quay W,REGULAR,43.640132,-79.380464,0.0,York St / Queens Quay W,27,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",[],416-618-7456,500.0,11,0,16,0,1,1,1,1604944834,False,IN_SERVICE,11,0,,,2020-11-09 13:00:40
7077,College Park South,REGULAR,43.659777,-79.382767,0.0,College Park South,19,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",[],647-643-9694,500.0,6,0,13,0,1,1,1,1604944581,False,IN_SERVICE,6,0,,,2020-11-09 13:00:40
7078,College St / Major St,REGULAR,43.6576,-79.4032,0.0,College St / Major St,11,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",['P7023-7078'],647-643-9638,500.0,0,0,11,0,1,1,1,1604944827,False,IN_SERVICE,0,0,,,2020-11-09 13:00:40
7079,McGill St / Church St,REGULAR,43.660694,-79.379052,0.0,McGill St / Church St,19,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",['P7292-7079'],437-999-8524,500.0,0,0,18,0,1,1,1,1604944831,False,IN_SERVICE,0,0,,,2020-11-09 13:00:40
7083,Danforth Ave / Barrington Ave,REGULAR,43.688325,-79.300463,0.0,Danforth Ave / Barrington Ave,15,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",[],647-631-4821,500.0,2,0,13,0,1,1,1,1604944628,False,IN_SERVICE,2,0,,,2020-11-09 13:00:40
7084,High Park - Grenadier Cafe,REGULAR,43.645599,-79.4657123,0.0,High Park - Grenadier Cafe,11,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",['P7084-7461'],647-643-9563,1609.34,3,1,7,0,1,1,1,1604944753,False,IN_SERVICE,3,0,,,2020-11-09 13:00:40
7085,Danforth Ave / Westlake Ave,REGULAR,43.687323,-79.304848,0.0,Danforth Ave / Westlake Ave,15,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",[],647-201-8853,500.0,7,0,8,0,1,1,1,1604944732,False,IN_SERVICE,7,0,,,2020-11-09 13:00:40
7086,High Park - West Rd,REGULAR,43.6525077,-79.4654233,0.0,High Park - West Rd,23,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",[],647-641-7093,1609.34,3,0,20,0,1,1,1,1604944583,False,IN_SERVICE,3,0,1324,,2020-11-09 13:00:40
7087,Danforth Ave / Aldridge Ave,REGULAR,43.684758,-79.316767,0.0,Danforth Ave / Aldridge Ave,11,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",['P7087-7429'],647-641-9873,1000.0,0,0,11,0,1,1,1,1604944762,False,IN_SERVICE,0,0,,,2020-11-09 13:00:40
7088,Danforth Ave / Coxwell Ave,REGULAR,43.683378,-79.322961,0.0,Danforth Ave / Coxwell Ave,15,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",[],647-248-5891,500.0,8,0,7,0,1,1,1,1604944694,False,IN_SERVICE,8,0,,,2020-11-09 13:00:40
7089,Church St  / Wood St,REGULAR,43.662712,-79.379903,102.08,Church St / Wood St,19,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",[],647-262-1148,500.0,10,0,9,0,1,1,1,1604944669,False,IN_SERVICE,10,0,,,2020-11-09 13:00:40
7090,Danforth Ave / Lamb Ave,REGULAR,43.681991,-79.329455,0.0,Danforth Ave / Lamb Ave,15,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",[],647-641-6203,500.0,10,0,5,0,1,1,1,1604944705,False,IN_SERVICE,10,0,,,2020-11-09 13:00:40
7091,Donlands Station,REGULAR,43.681114,-79.3373885,0.0,Donlands Station,15,"['KEY', 'CREDITCARD', 'TRANSITCARD', 'PHONE']",['P7091-7092'],647-669-1705,1000.0,4,0,11,0,1,1,1,1604944795,False,IN_SERVICE,4,0,M4J 1P3,,2020-11-09 13:00:40
